Country,iso_a3,currency_code,local_price,dollar_ex,dollar_price,dollar_ppp,GDP_bigmac,dollar_valuation,euro_valuation,sterling_valuation,yen_valuation,yuan_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation,Year
Jordan,JOR,JOD,2.3,0.709,3.24400564174894,0.4771784232365141,,-32.697,-32.221,-24.158,-10.769,4.698,,,,,,2020
Japan,JPN,JPY,390.0,107.275,3.63551619669075,80.91286307053946,54628.1535130769,-24.574,-24.041,-15.005,0.0,17.333000000000002,-19.283,-31.014000000000003,-18.885,0.0,-12.197,2020
South Korea,KOR,KRW,4500.0,1200.95,3.74703359840127,933.6099585062252,39821.4677738489,-22.261,-21.711,-12.398,3.067,20.932,-8.024000000000001,-21.391,-7.57,13.949,0.051,2020
Kuwait,KWT,KWD,1.15,0.3078,3.73619233268356,0.2385892116182572,,-22.486,-21.937,-12.651000000000002,2.769,20.583,,,,,,2020
Lebanon,LBN,LBP,9000.0,1512.0,5.95238095238095,1867.2199170124472,,23.493,24.367,39.161,63.729,92.108,,,,,,2020
Sri Lanka,LKA,LKR,680.0,185.85,3.65886467581383,141.07883817427393,,-24.09,-23.553,-14.459,0.642,18.087,,,,,,2020
Moldova,MDA,MDL,47.0,17.075,2.75256222547584,9.751037344398332,,-42.893,-42.489,-35.648,-24.287,-11.162999999999998,,,,,,2020
Mexico,MEX,MXN,50.0,22.436,2.2285612408629,10.373443983402494,19052.4936864,-53.764,-53.437,-47.898,-38.7,-28.075,-35.787,-45.119,-35.47,-20.447000000000003,-30.15,2020
Malaysia,MYS,MYR,9.99,4.2655,2.34204665338178,2.072614107883814,22441.64402002,-51.41,-51.066,-45.245000000000005,-35.579,-24.412,-34.379,-43.915,-34.055,-18.702,-28.618,2020
Nicaragua,NIC,NIO,120.0,34.3752,3.49088878028346,24.89626556016597,,-27.575,-27.063,-18.386,-3.978,12.666,,,,,,2020
Norway,NOR,NOK,52.0,9.37105,5.54900464729139,10.788381742738586,62240.3268638462,15.125,15.939,29.73,52.633,79.09,17.435000000000002,0.368,18.015,45.49,27.745,2020
New Zealand,NZL,NZD,6.6,1.51779616,4.34840999993043,1.3692946058091302,46828.1038484849,-9.784,-9.146,1.662,19.609,40.341,1.659,-13.114999999999998,2.161,25.945,10.584,2020
Oman,OMN,OMR,1.1,0.385,2.85714285714286,0.2282157676348549,,-40.723,-40.304,-33.203,-21.41,-7.788,,,,,,2020
Pakistan,PAK,PKR,550.0,166.5,3.3033033033033,114.10788381742726,1794.03252563636,-31.467,-30.982,-22.772,-9.138,6.611000000000001,11.251,-4.917,11.8,37.828,21.018,2020
Peru,PER,PEN,11.9,3.4973,3.40262488205187,2.468879668049793,9776.81509243697,-29.406,-28.907,-20.45,-6.406000000000001,9.817,6.294,-9.153,6.819,31.688,15.626,2020
Philippines,PHL,PHP,142.0,49.426,2.87298183142476,29.46058091286311,6174.92569267606,-40.395,-39.973,-32.832,-20.975,-7.277,-7.219,-20.702,-6.761,14.947,0.927,2020
Poland,POL,PLN,11.0,3.94345,2.78943564645171,2.2821576763485467,26407.7231054546,-42.128,-41.718,-34.786,-23.273,-9.973,-24.288,-35.291,-23.914,-6.2,-17.641000000000002,2020
Qatar,QAT,QAR,13.0,3.641,3.57044767920901,2.6970954356846484,,-25.924000000000003,-25.4,-16.526,-1.79,15.233,,,,,,2020
Romania,ROU,RON,9.9,4.26005,2.32391638595791,2.053941908713692,,-51.786,-51.44499999999999,-45.669,-36.077,-24.997,,,,,,2020
Russia,RUS,RUB,135.0,70.585,1.91258766026776,28.008298755186686,26664.5471946667,-60.31999999999999,-60.039,-55.286,-47.392,-38.273,-48.192,-55.72200000000001,-47.937000000000005,-35.815999999999995,-43.644,2020
Saudi Arabia,SAU,SAR,14.0,3.75105,3.7322882926114,2.904564315352696,36011.60575,-22.567,-22.019,-12.743,2.662,20.457,-5.827,-19.513,-5.362,16.669999999999998,2.44,2020
Singapore,SGP,SGD,5.9,1.3876,4.2519458057077,1.2240663900414943,73644.6223288136,-11.785,-11.161,-0.594,16.956,37.228,-15.911,-28.131,-15.495,4.178,-8.527999999999999,2020
Sweden,SWE,SEK,52.6,9.1384,5.75593101637048,10.91286307053942,44804.4302250951,19.418,20.263,34.568,58.325,85.768,36.44,16.611,37.113,69.035,48.418,2020
Thailand,THA,THB,128.0,31.385,4.0783813923849,26.55601659751039,9134.32894234375,-15.386,-14.788,-4.651000000000001,12.182,31.626,28.151,9.527,28.784,58.767,39.402,2020
Turkey,TUR,TRY,13.99,6.8595,2.03950725271521,2.902489626556013,17889.7579942816,-57.687,-57.387,-52.318,-43.9,-34.177,-40.657,-49.281000000000006,-40.364,-26.48,-35.447,2020
Taiwan,TWN,TWD,72.0,29.4565,2.44428224670277,14.937759336099614,53629.6815991667,-49.289,-48.93,-42.855,-32.767,-21.113,-45.38,-53.317,-45.11,-32.331,-40.584,2020
Ukraine,UKR,UAH,59.0,27.13,2.17471433837081,12.240663900414951,,-54.881,-54.562,-49.157,-40.181,-29.813,,,,,,2020
Uruguay,URY,UYU,189.0,43.675,4.32741843159702,39.21161825726137,,-10.22,-9.584,1.171,19.032,39.664,,,,,,2020
United States,USA,USD,4.82,1.0,4.82,1.0,65504.783,0.0,0.707,12.687,32.581,55.562,0.0,-14.533,0.494,23.89,8.779,2020
Vietnam,VNM,VND,66000.0,23180.0,2.84728213977567,13692.946058091293,,-40.928,-40.510000000000005,-33.433,-21.681,-8.106,,,,,,2020
South Africa,ZAF,ZAR,31.0,16.6725,1.85934922777028,6.431535269709542,14880.96916,-61.424,-61.151,-56.53,-48.856,-39.991,-44.487,-52.55499999999999,-44.213,-31.225,-39.614,2020
United Arab Emirates,ARE,AED,14.75,3.67315,4.01562691422893,2.991886409736308,46213.5917159322,-18.547,-20.421,-15.468000000000002,13.194,16.161,-9.726,-23.983,-16.426,18.602,-4.787,2021
Argentina,ARG,ARS,380.0,96.33375,3.94461961669716,77.079107505071,7779.56632360526,-19.987,-21.829,-16.963,11.193,14.107,15.059,-3.113,6.519,51.164,21.354,2021
Australia,AUS,AUD,6.55,1.366586949,4.79296250033191,1.3286004056795129,58053.9029419847,-2.78,-5.017,0.8959999999999999,35.106,38.647,0.64,-15.254,-6.83,32.221,6.146999999999999,2021
Azerbaijan,AZE,AZN,3.95,1.699,2.32489699823426,0.8012170385395554,9082.09467594937,-52.842,-53.927,-51.059,-34.465,-32.747,-32.863,-43.466,-37.846,-11.795,-29.19,2021
Bahrain,BHR,BHD,1.5,0.377,3.97877984084881,0.3042596348884384,29061.91616,-19.295,-21.152,-16.244,12.156,15.095,-0.359,-16.096,-7.754999999999999,30.908,5.093,2021
Brazil,BRA,BRL,22.9,5.24865,4.36302668305183,4.645030425963486,8151.24111746725,-11.5,-13.537,-8.155,22.987,26.21,26.898,6.856,17.479,66.719,33.841,2021
Canada,CAN,CAD,6.77,1.2741,5.31355466603877,1.3732251521298169,42555.5175051699,7.779999999999999,5.3,11.855,49.781,53.706,22.117,2.831,13.053,60.438,28.799000000000003,2021
Switzerland,CHE,CHF,6.5,0.92275,7.04416147385532,1.318458417849898,61321.9946153846,42.884,39.596,48.285,98.564,103.768,45.265,22.322,34.483000000000004,90.849,53.213,2021
Chile,CHL,CLP,2990.0,759.285,3.93791527555529,606.4908722109531,17053.8805741538,-20.123,-21.961,-17.104,11.004,13.913,7.17,-9.756,-0.7849999999999999,40.8,13.034,2021
China,CHN,CNY,22.4,6.4797,3.45695016744602,4.543610547667338,15985.172196875,-29.879,-31.493,-27.228,-2.554,0.0,-5.188000000000001,-20.162,-12.225,24.564,0.0,2021
Colombia,COL,COP,12950.0,3842.11,3.37054378974053,2626.77484787018,7546.05134888957,-31.632,-33.205,-29.047,-4.99,-2.499,-1.508,-17.064,-8.819,29.399,3.881,2021
Costa Rica,CRI,CRC,2370.0,617.74,3.83656554537508,480.7302231237326,14803.0902441688,-22.179,-23.97,-19.237,8.147,10.981,6.1370000000000005,-10.626,-1.741,39.443,11.944,2021
Czech Republic,CZE,CZK,89.0,21.80065,4.08244708299982,18.052738336714004,29550.9211982022,-17.192,-19.097,-14.061000000000002,15.078,18.094,1.906,-14.188999999999998,-5.658,33.884,7.481999999999999,2021
Denmark,DNK,DKK,30.0,6.3239,4.7439080314363,6.085192697768767,65502.1002286667,-3.775,-5.989,-0.1369999999999999,33.723,37.228,-4.359,-19.464,-11.458,25.653,0.874,2021
Egypt,EGY,EGP,42.5,15.67,2.71218889597958,8.620689655172418,7094.449336,-44.986,-46.252,-42.906,-23.548,-21.544,-20.468,-33.029,-26.371,4.49,-16.116,2021
Euro area,EUZ,EUR,4.29,0.850159405,5.0461124993377,0.8701825557809335,38710.3407146855,2.355,0.0,6.225,42.242,45.97,18.756,0.0,9.941,56.021,25.254,2021
Britain,GBR,GBP,3.49,0.734672887,4.75041349933471,0.7079107505071002,44312.5902206304,-3.643,-5.86,0.0,33.907,37.416,8.018,-9.042,0.0,41.913,13.928,2021
Guatemala,GTM,GTQ,26.0,7.7448,3.35709120958579,5.2738336713996,6351.24694615385,-31.905,-33.472,-29.331000000000003,-5.369,-2.889,-0.984,-16.622,-8.333,30.087000000000003,4.434,2021
Hong Kong,HKG,HKD,21.0,7.7729,2.70169434831273,4.259634888438137,84583.2282428571,-45.199,-46.46,-43.127,-23.843,-21.847,-50.577000000000005,-58.383,-54.245,-35.068,-47.873,2021
Honduras,HND,HNL,87.0,23.744,3.66408355795148,17.647058823529402,3338.52301333333,-25.678,-27.388,-22.868,3.285,5.992,10.681,-6.800000000000001,2.465,45.412,16.737,2021
Hungary,HUN,HUF,908.0,305.64505,2.97076625320777,184.17849898580155,26912.9300612996,-39.741,-41.128,-37.463,-16.259,-14.063999999999998,-24.525,-36.445,-30.127,-0.8410000000000001,-20.395,2021
Indonesia,IDN,IDR,34000.0,14517.5,2.34200103323575,6896.551724137931,8287.3936057,-52.495000000000005,-53.588,-50.699000000000005,-33.983000000000004,-32.251999999999995,-31.955,-42.701,-37.005,-10.602,-28.232000000000003,2021
India,IND,INR,190.0,74.615,2.54640487837566,38.53955375253547,3689.2466091579,-48.349,-49.537,-46.396,-28.221,-26.340000000000003,-23.297,-35.411,-28.99,0.773,-19.1,2021
Israel,ISR,ILS,17.0,3.29205,5.16395558998193,3.448275862068968,44607.56974,4.746,2.335,8.705,45.564,49.379,17.212,-1.3,8.512,53.993,23.626,2021
Jordan,JOR,JOD,2.13,0.709,3.00423131170663,0.4320486815415823,6571.15302347418,-39.062000000000005,-40.464,-36.759,-15.315,-13.096,-11.543,-25.514,-18.109,16.214000000000002,-6.704000000000001,2021
Japan,JPN,JPY,390.0,109.935,3.54755082548779,79.10750507099395,54221.6692480769,-28.042,-29.697000000000003,-25.321,0.0,2.621,-23.885,-35.906,-29.534,0.0,-19.72,2021
South Korea,KOR,KRW,4600.0,1150.35,3.99878297909332,933.0628803245436,40125.4480898196,-18.889,-20.755000000000003,-15.822,12.72,15.674,-6.715999999999999,-21.449,-13.641,22.556,-1.6129999999999998,2021
Kuwait,KWT,KWD,1.25,0.3008,4.15558510638298,0.2535496957403652,27799.670512,-15.708,-17.648,-12.522,17.14,20.21,4.949,-11.626,-2.841,37.882,10.692,2021
Lebanon,LBN,LBP,37000.0,22000.0,1.68181818181818,7505.0709939148,,-65.886,-66.671,-64.596,-52.592000000000006,-51.35,,,,,,2021
Sri Lanka,LKA,LKR,700.0,199.5,3.50877192982456,141.9878296146044,5035.4664547,-28.828,-30.466,-26.138,-1.093,1.499,4.567,-11.948,-3.195,37.38,10.288,2021
Moldova,MDA,MDL,52.0,17.98,2.89210233592881,10.54766734279919,7189.2575425,-41.337,-42.687000000000005,-39.119,-18.476,-16.339000000000002,-15.254,-28.639,-21.545,11.339,-10.617,2021
Mexico,MEX,MXN,64.0,20.13525,3.17850535751977,12.981744421906685,14468.922349375,-35.527,-37.011,-33.09,-10.403,-8.055,-11.852,-25.774,-18.395,15.809,-7.029000000000001,2021
Malaysia,MYS,MYR,9.99,4.2245,2.36477689667416,2.026369168356996,21574.1236506507,-52.033,-53.137,-50.22,-33.341,-31.594,-37.677,-47.52,-42.303,-18.121,-34.267,2021
Nicaragua,NIC,NIO,128.0,35.2063,3.63571292637965,25.96348884381336,2581.35404695312,-26.253,-27.950000000000003,-23.465,2.485,5.171,10.494,-6.957000000000001,2.293,45.167,16.54,2021
Norway,NOR,NOK,57.0,9.0444,6.30224227146079,11.561866125760645,55602.4973829825,27.835,24.893,32.667,77.65100000000001,82.306,34.164,12.975,24.206,76.265,41.505,2021
New Zealand,NZL,NZD,6.9,1.448750453,4.76272499912723,1.399594320486815,45441.4247536232,-3.393,-5.6160000000000005,0.259,34.254,37.772,7.564999999999999,-9.424,-0.419,41.319,13.45,2021
Oman,OMN,OMR,1.15,0.38505,2.98662511362161,0.2332657200811361,28147.4920434783,-39.419,-40.813,-37.129,-15.812,-13.605,-24.748,-36.633,-30.334,-1.134,-20.631,2021
Pakistan,PAK,PKR,580.0,161.1,3.60024829298572,117.6470588235293,1851.601342,-26.973000000000003,-28.653,-24.212,1.485,4.1450000000000005,10.064,-7.319000000000001,1.895,44.602,16.087,2021
Peru,PER,PEN,12.9,3.9511,3.26491356837337,2.6166328600405726,8442.96322093023,-33.775,-35.298,-31.271,-7.967,-5.555000000000001,-5.254,-20.218,-12.286,24.478,-0.0699999999999999,2021
Philippines,PHL,PHP,142.0,50.35,2.82025819265144,28.80324543610548,5729.96547788732,-42.794,-44.11,-40.631,-20.501,-18.418,-16.411,-29.613,-22.615,9.819,-11.837,2021
Poland,POL,PLN,13.43,3.90685,3.43755199201403,2.7241379310344858,22607.3420506329,-30.273,-31.877,-27.637,-3.101,-0.561,-10.055,-24.26,-16.730999999999998,18.17,-5.133,2021
Qatar,QAT,QAR,13.0,3.641,3.57044767920901,2.6369168356997985,70348.6338623077,-27.577,-29.244,-24.839,0.645,3.283,-29.836,-40.918,-35.044,-7.819,-25.997,2021
Romania,ROU,RON,10.6,4.1877,2.53122238937842,2.150101419878298,25669.0844858491,-48.657,-49.838,-46.716,-28.649,-26.779,-35.148,-45.391,-39.962,-14.798,-31.6,2021
Russia,RUS,RUB,135.0,74.53,1.81135113377164,27.383367139959496,26843.6045225185,-63.259,-64.104,-61.870000000000005,-48.941,-47.603,-53.959,-61.231,-57.377,-39.512,-51.44,2021
Saudi Arabia,SAU,SAR,14.0,3.7507,3.73263657450609,2.839756592292088,30730.7197514286,-24.287,-26.029000000000003,-21.425,5.2170000000000005,7.975,-7.548000000000001,-22.15,-14.411,21.463,-2.49,2021
Singapore,SGP,SGD,5.9,1.36825,4.31207747122236,1.1967545638945225,70865.2664118644,-12.534,-14.547,-9.227,21.551,24.736,-15.49,-28.837000000000003,-21.763,11.029,-10.866,2021
Sweden,SWE,SEK,54.0,8.7165,6.19514713474445,10.953346855983773,44318.9887422222,25.662000000000003,22.771,30.413,74.632,79.208,40.863,18.616,30.408,85.066,48.571,2021
Thailand,THA,THB,128.0,32.81,3.90124961901859,25.96348884381338,8641.89972117188,-20.867,-22.688,-17.876,9.97,12.852,13.039,-4.814,4.649,48.511,19.224,2021
Turkey,TUR,TRY,19.99,8.55725,2.33603085103275,4.054766734279919,14890.981887944,-52.616,-53.706,-50.825,-34.151,-32.425,-35.416,-45.616,-40.21,-15.15,-31.883,2021
Taiwan,TWN,TWD,72.0,28.0475,2.56707371423478,14.604462474645027,57875.1905088889,-47.93,-49.128,-45.961,-27.638,-25.742,-46.044,-54.566,-50.049,-29.113,-43.092000000000006,2021
Ukraine,UKR,UAH,65.0,27.22,2.38795003673769,13.18458417849897,7731.39748815385,-51.563,-52.67699999999999,-49.732,-32.687,-30.923,-30.321,-41.326,-35.493,-8.456,-26.508,2021
Uruguay,URY,UYU,225.0,44.0,5.11363636363636,45.63894523326569,13992.1471834222,3.725,1.338,7.646,44.146,47.923,42.314,19.837,31.751,86.97200000000001,50.101,2021
United States,USA,USD,4.93,1.0,4.93,1.0,64367.435,0.0,-2.301,3.78,38.969,42.611,0.0,-15.794,-7.423,31.380000000000003,5.471,2021
Venezuela,VEN,VES,16020000.0,3613989.071,4.43277488815627,3249492.9006085205,,-10.086,-12.155,-6.687,24.953,28.228,,,,,,2021
Vietnam,VNM,VND,69000.0,23028.5,2.99628720932757,13995.943204868145,5890.0351299887,-39.223,-40.622,-36.926,-15.539,-13.326,-11.305,-25.313,-17.889,16.527,-6.451999999999999,2021
South Africa,ZAF,ZAR,33.5,14.6625,2.2847399829497,6.795131845841779,13743.355260597,-53.656000000000006,-54.723,-51.904,-35.597,-33.909,-36.298,-46.359,-41.026,-16.308,-32.812999999999995,2021
United Arab Emirates,ARE,AED,18.0,3.67305,4.9005594805407,3.4951456310679645,45642.7267527778,-4.843999999999999,2.843,10.373,73.235,37.774,5.141,0.606,11.167,82.194,21.669,2022
Argentina,ARG,ARS,590.0,129.115,4.56956976338923,114.5631067961166,8831.22995957627,-11.27,-4.103,2.918,61.534,28.469,15.659999999999998,10.672,22.289,100.42199999999998,33.842,2022
Australia,AUS,AUD,6.7,1.44843568945539,4.62567999999999,1.3009708737864067,65771.3302611941,-10.181,-2.9250000000000003,4.182,63.518,30.046,-8.388,-12.34,-3.138,58.75,6.013,2022
Azerbaijan,AZE,AZN,4.7,1.69825,2.76755483586044,0.9126213592232992,10186.1050106383,-46.261,-41.92,-37.668,-2.167,-22.193,-30.411,-33.412,-26.422,20.588,-19.472,2022
Bahrain,BHR,BHD,1.6,0.377,4.24403183023873,0.3106796116504856,31607.45228125,-17.592,-10.935,-4.414,50.027,19.317,-3.3300000000000005,-7.499,2.2110000000000003,67.51599999999999,11.867,2022
Brazil,BRA,BRL,22.9,5.39175,4.24722956368526,4.446601941747573,10032.3907074236,-17.53,-10.868,-4.342,50.13999999999999,19.406,6.875000000000001,2.265,13.0,85.198,23.675,2022
Canada,CAN,CAD,5.88,1.28915,4.56114494046465,1.1417475728155346,57678.4733928572,-11.434,-4.279999999999999,2.728,61.236,28.232000000000003,-6.784,-10.805,-1.442,61.529,7.869,2022
Switzerland,CHE,CHF,6.5,0.96845,6.71175589860086,1.2621359223300974,67848.4151230769,30.325000000000003,40.853,51.165000000000006,137.26100000000002,88.69399999999999,31.879999999999995,26.192,39.439,128.529,52.611,2022
Chile,CHL,CLP,3400.0,928.435,3.66207650508652,660.1941747572821,18439.8438936176,-28.892,-23.148,-17.521,29.454,2.955,-11.463,-15.282000000000002,-6.388000000000001,53.422,2.455,2022
China,CHN,CNY,24.0,6.74735,3.55695198855847,4.66019417475728,17397.6091895833,-30.933,-25.354,-19.889000000000003,25.738,0.0,-13.584,-17.312,-8.632,49.745,0.0,2022
Colombia,COL,COP,14950.0,4295.1,3.48071057716933,2902.912621359221,8047.88472002341,-32.413,-26.954,-21.606,23.043,-2.143,-11.562,-15.376,-6.493,53.251000000000005,2.341,2022
Costa Rica,CRI,CRC,2650.0,678.105,3.9079493588751,514.5631067961165,15129.3450622075,-24.117,-17.988,-11.983,38.146,9.868,-4.037,-8.176,1.463,66.29,11.048,2022
Czech Republic,CZE,CZK,95.0,23.92,3.97157190635452,18.446601941747595,31488.6364889474,-22.882,-16.653000000000002,-10.55,40.395,11.657,-9.488,-13.392,-4.301,56.843,4.74,2022
Egypt,EGY,EGP,46.0,18.945,2.42808128793877,8.932038834951454,7306.34183369565,-52.85300000000001,-49.044,-45.314,-14.167,-31.737,-38.082,-40.753,-34.533,7.295,-28.348000000000003,2022
Euro area,EUZ,EUR,4.65,0.975849999999997,4.76507659988729,0.9029126213592228,40386.3552105812,-7.474,0.0,7.321,68.445,33.965,4.508,0.0,10.497,81.096,20.936,2022
Britain,GBR,GBP,3.69,0.831079999999998,4.44000577561728,0.7165048543689321,47381.416598916,-13.786,-6.822,0.0,56.95400000000001,24.826,-5.421,-9.5,0.0,63.892,9.447,2022
Guatemala,GTM,GTQ,26.0,7.7279,3.36443276957518,5.048543689320394,7214.27073653846,-34.671,-29.394,-24.225,18.933,-5.412,-14.165,-17.868000000000002,-9.246,48.739,-0.672,2022
Hong Kong,HKG,HKD,21.0,7.84995,2.67517627500812,4.077669902912619,95026.175297619,-48.055,-43.859,-39.748,-5.433000000000001,-24.79,-52.344,-54.400000000000006,-49.613,-17.419999999999998,-44.853,2022
Honduras,HND,HNL,89.0,24.615,3.61568149502336,17.28155339805825,3913.5065258427,-29.793,-24.121,-18.566,27.814,1.651,-6.232,-10.277,-0.8580000000000001,62.486,8.508000000000001,2022
Hungary,HUN,HUF,1030.0,389.04615,2.64750081706245,200.00000000000009,28363.07695,-48.592,-44.439,-40.372,-6.411,-25.568,-38.823,-41.462,-35.317,6.01,-29.206,2022
Indonesia,IDN,IDR,35000.0,14977.5,2.33683859122016,6796.116504854359,9175.46912467714,-54.624,-50.959,-47.369,-17.393,-34.302,-40.952,-43.498,-37.567,2.322,-31.669000000000004,2022
India,IND,INR,191.0,79.9513,2.38895427591546,37.08737864077664,4520.32764633508,-53.613,-49.865,-46.195,-15.55,-32.837,-38.233,-40.897,-34.693000000000005,7.033,-28.524,2022
Israel,ISR,ILS,17.0,3.43745,4.94552648038517,3.300970873786408,51157.3977647059,-3.97,3.787,11.386,74.824,39.038,3.738,-0.736,9.684,79.76299999999999,20.046,2022
Jordan,JOR,JOD,2.3,0.71015,3.23875237625854,0.4466019417475732,6601.9842826087,-37.112,-32.031,-27.055,14.49,-8.946,-17.122,-20.697,-12.372,43.615,-4.093999999999999,2022
Japan,JPN,JPY,390.0,137.865,2.82885431400283,75.72815533980587,58138.4350146154,-45.071,-40.634,-36.287000000000006,0.0,-20.47,-42.292,-44.781,-38.984,0.0,-33.22,2022
South Korea,KOR,KRW,4600.0,1313.45,3.50222695953405,893.2038834951452,44986.2589253044,-31.996,-26.502,-21.121,23.804,-1.539,-24.655,-27.905,-20.337,30.561,-12.811,2022
Kuwait,KWT,KWD,1.3,0.3074,4.22901756668835,0.2524271844660192,35559.3238461538,-17.883,-11.25,-4.752,49.496,18.894,-5.316,-9.4,0.111,64.074,9.569,2022
Lebanon,LBN,LBP,130000.0,25600.0,5.078125,25242.71844660194,,-1.396,6.569999999999999,14.371999999999998,79.512,42.766,,,,,,2022
Sri Lanka,LKA,LKR,1340.0,360.0,3.72222222222222,260.1941747572814,3053.01160466418,-27.724,-21.885,-16.166,31.581,4.646,-3.052,-7.233,2.505,67.997,12.188,2022
Moldova,MDA,MDL,60.0,19.298,3.10913047984247,11.6504854368932,8031.6806975,-39.629,-34.752,-29.975,9.908,-12.590000000000002,-20.996,-24.404,-16.468,36.901,-8.577,2022
Mexico,MEX,MXN,70.0,20.4125,3.42927127985303,13.592233009708734,15183.4358528571,-33.412,-28.033,-22.764,21.225,-3.5900000000000003,-15.813,-19.444,-10.988,45.884,-2.579,2022
Malaysia,MYS,MYR,10.9,4.45,2.44943820224719,2.116504854368931,22464.9817844037,-52.438,-48.596,-44.833,-13.412,-31.137,-41.872,-44.379000000000005,-38.54,0.728,-32.734,2022
Nicaragua,NIC,NIO,139.0,35.89,3.87294511005851,26.990291262135905,2818.84961007194,-24.797,-18.722,-12.772,36.909,8.884,0.993,-3.363,6.781,75.005,16.869,2022
Norway,NOR,NOK,62.0,9.89765,6.26411319858754,12.038834951456304,66325.7881862903,21.633,31.459,41.083,121.436,76.10900000000001,23.799,18.459,30.894,114.525,43.26,2022
New Zealand,NZL,NZD,7.1,1.60372063186593,4.427205,1.37864077669903,50092.3294647887,-14.035,-7.091,-0.288,56.502,24.466,-6.732,-10.755,-1.387,61.619,7.929,2022
Oman,OMN,OMR,1.42,0.385,3.68831168831169,0.2757281553398059,27404.5354225352,-28.382,-22.597,-16.93,30.382,3.693,-14.407,-18.099,-9.501,48.32,-0.952,2022
Pakistan,PAK,PKR,700.0,221.75,3.15670800450958,135.92233009708724,1845.52353407143,-38.705,-33.753,-28.903,11.59,-11.252,-17.279,-20.847,-12.537999999999998,43.343,-4.276,2022
Peru,PER,PEN,13.9,3.89285,3.57064875348395,2.6990291262135915,9845.20090647482,-30.667,-25.066,-19.58,26.222,0.385,-10.069,-13.948,-4.914000000000001,55.838,4.0680000000000005,2022
Philippines,PHL,PHP,155.0,56.265,2.75482093663912,30.09708737864079,5852.38992677419,-46.508,-42.187000000000005,-37.955,-2.617,-22.551,-29.244,-32.296,-25.188,22.61,-18.121,2022
Poland,POL,PLN,16.68,4.64845,3.58829287181749,3.2388349514563126,21469.9362709832,-30.324,-24.696,-19.183,26.846,0.881,-14.456,-18.145,-9.553,48.236,-1.008,2022
Qatar,QAT,QAR,13.0,3.64175,3.56971236356147,2.5242718446601904,94308.0320384616,-30.685,-25.086,-19.601,26.189,0.359,-36.252,-39.001000000000005,-32.598,10.466,-26.23,2022
Romania,ROU,RON,11.0,4.82175,2.28132939285529,2.135922330097086,28992.8145454546,-55.702,-52.124,-48.619,-19.355,-35.863,-47.432,-49.699,-44.419,-8.907,-39.168,2022
Saudi Arabia,SAU,SAR,17.0,3.755,4.52729693741678,3.3009708737864094,32258.7893294118,-12.091,-4.99,1.966,60.040000000000006,27.28,2.828,-1.6070000000000002,8.722000000000001,78.186,18.993,2022
Singapore,SGP,SGD,5.9,1.3914,4.24033347707345,1.1456310679611643,93348.6774152543,-17.663,-11.012,-4.497,49.896,19.213,-24.024,-27.301,-19.67,31.654,-12.081,2022
Sweden,SWE,SEK,57.0,10.19785,5.58941345479684,11.067961165048535,47426.3172026316,8.532,17.299999999999997,25.888,97.586,57.141,19.042,13.907,25.864,106.281,37.755,2022
Thailand,THA,THB,128.0,36.6125,3.49607374530557,24.854368932038867,9311.37650820313,-32.115,-26.631,-21.26,23.586,-1.712,-11.718,-15.526000000000002,-6.658,52.98,2.16,2022
Turkey,TUR,TRY,47.0,17.565,2.6757756902932,9.126213592233022,9389.32297978724,-48.043,-43.846,-39.735,-5.411,-24.773,-32.458,-35.371,-28.586,17.041,-21.84,2022
Taiwan,TWN,TWD,75.0,29.9075,2.5077321742038,14.563106796116534,63637.2996486667,-51.306,-47.373,-43.52,-11.352,-29.498,-49.926,-52.086,-47.056,-13.229,-42.054,2022
Uruguay,URY,UYU,255.0,41.91,6.08446671438797,49.51456310679608,15084.6787315686,18.145,27.689000000000004,37.037,115.086,71.05799999999999,49.441,42.995,58.006,158.959,72.933,2022
United States,USA,USD,5.15,1.0,5.15,1.0,70995.794,0.0,8.078000000000001,15.991,82.053,44.787,0.0,-4.313000000000001,5.731,73.285,15.72,2022
Venezuela,VEN,VES,10.0,5.6732,1.7626736233519,1.9417475728155336,,-65.77300000000001,-63.008,-60.3,-37.689,-50.444,,,,,,2022
Vietnam,VNM,VND,69000.0,23417.0,2.94657727292138,13398.058252427176,6430.92006115073,-42.785,-38.163,-33.636,4.162,-17.16,-24.535,-27.79,-20.21,30.77,-12.672,2022
South Africa,ZAF,ZAR,39.9,17.03625,2.34206471494607,7.747572815533977,13324.6538571429,-54.523,-50.849,-47.251,-17.208000000000002,-34.155,-41.993,-44.495000000000005,-38.668,0.518,-32.873999999999995,2022
United Arab Emirates,ARE,AED,18.0,3.67305,4.9005594805407,3.2258064516129066,59912.39087,-12.176,-15.819,-9.099,54.727,40.03,-7.689,-20.381,-11.97,52.684,23.093,2023
Argentina,ARG,ARS,1650.0,275.275,5.99400599400599,295.6989247311826,6029.76220363636,7.419,2.964,11.184,89.251,71.274,34.309,15.842999999999998,28.079,122.148,79.095,2023
Australia,AUS,AUD,7.45,1.48400979446464,5.02018250000001,1.3351254480286736,70673.8008322148,-10.033,-13.764,-6.88,58.504,43.448,-8.352,-20.953,-12.603,51.587,22.209,2023
